
Experiment #1 begin 
- freq    = 5.00 Hz
- rho_int = 700.00 kg/m3
- rho_bed = 700.00 kg/m3

t(s)	cont	z_int	E_pot
14.80	28	0.15	1.088
14.90	153	0.10	0.897
15.00	32	0.14	1.103
15.10	165	0.10	0.897
15.20	60	0.14	1.091
15.30	180	0.10	0.898
15.40	64	0.14	1.101
15.50	170	0.09	0.903
15.60	58	0.16	1.077
15.70	203	0.10	0.874
15.80	88	0.15	1.112
15.90	164	0.10	0.917
16.00	87	0.12	1.043
16.10	228	0.10	0.863
16.20	59	0.14	1.111
16.30	147	0.10	0.927
16.40	71	0.12	1.060
16.50	200	0.10	0.888
16.60	54	0.11	1.109
16.70	147	0.10	0.950
16.80	73	0.11	1.044
16.90	213	0.10	0.878
17.00	47	0.11	1.104
17.10	155	0.09	0.930
17.20	60	0.12	1.066
17.30	185	0.10	0.888
17.40	50	0.13	1.104
17.50	168	0.10	0.920
17.60	100	0.12	1.064
17.70	201	0.10	0.893
17.80	84	0.13	1.092
17.90	190	0.10	0.916
18.00	93	0.13	1.076
18.10	216	0.11	0.901
18.20	290	0.12	0.872
18.30	312	0.12	0.868
18.40	322	0.13	0.868
18.50	328	0.13	0.868
18.60	336	0.13	0.867
18.70	340	0.13	0.866
18.80	344	0.13	0.866
18.90	346	0.13	0.866

Experiment #49 begin 
- freq    = 5.00 Hz
- rho_int = 700.00 kg/m3
- rho_bed = 1300.00 kg/m3

t(s)	cont	z_int	E_pot
1.10	290	0.11	0.853
1.20	63	0.13	1.237
1.30	124	0.09	1.047
1.40	65	0.11	1.058
1.50	275	0.10	0.852
1.60	44	0.14	1.185
1.70	145	0.09	1.001
1.80	80	0.13	1.091
1.90	243	0.10	0.885
2.00	60	0.16	1.169
2.10	134	0.11	0.988
2.20	59	0.17	1.087
2.30	217	0.11	0.884
2.40	18	0.16	1.161
2.50	140	0.12	0.988
2.60	55	0.16	1.090
2.70	234	0.12	0.887
2.80	36	0.17	1.205
2.90	114	0.11	1.050
3.00	75	0.16	1.066
3.10	252	0.12	0.870
3.20	36	0.18	1.199
3.30	114	0.14	1.032
3.40	71	0.19	1.069
3.50	253	0.14	0.871
3.60	40	0.20	1.188
3.70	123	0.15	0.985
3.80	64	0.20	1.105
3.90	211	0.18	0.898
4.00	58	0.24	1.181
4.10	126	0.17	0.992
4.20	108	0.23	1.077
4.30	225	0.18	0.883
4.40	49	0.24	1.206
4.50	124	0.16	1.054
4.60	128	0.22	1.023
4.70	284	0.20	0.830
4.80	29	0.26	1.262
4.90	98	0.17	1.094
5.00	110	0.23	1.028
5.10	290	0.20	0.841
5.20	60	0.25	1.221
5.30	133	0.18	1.041
5.40	105	0.25	1.048
5.50	280	0.21	0.852
5.60	53	0.26	1.200
5.70	123	0.19	1.016
5.80	70	0.25	1.044
5.90	278	0.21	0.843
6.00	49	0.28	1.173
6.10	149	0.21	0.991
6.20	88	0.28	1.046
6.30	272	0.25	0.855
6.40	49	0.33	1.186
6.50	116	0.24	1.012
6.60	79	0.30	1.046
6.70	230	0.25	0.862
6.80	42	0.34	1.169
6.90	143	0.25	1.002
7.00	96	0.31	1.020
7.10	299	0.28	0.829
7.20	56	0.35	1.215
7.30	123	0.26	1.073
7.40	129	0.34	1.008
7.50	307	0.29	0.813
7.60	63	0.36	1.200
7.70	118	0.26	1.042
7.80	119	0.34	1.027
7.90	279	0.33	0.829
8.00	42	0.41	1.211
8.10	122	0.32	1.038
8.20	79	0.41	1.034
8.30	268	0.33	0.819
8.40	29	0.47	1.225
8.50	97	0.39	1.059
8.60	76	0.47	1.042
8.70	250	0.41	0.833
8.80	25	0.55	1.200
8.90	114	0.52	1.021
9.00	95	0.51	0.997
9.10	273	0.45	0.819
9.20	58	0.54	1.146
9.30	162	0.42	0.958
9.40	95	0.56	1.063
9.50	227	0.48	0.844
9.60	95	0.61	1.121
9.70	167	0.57	0.944
9.80	85	0.63	1.022
9.90	243	0.57	0.820
10.00	76	0.66	1.125
10.10	167	0.62	0.951
10.20	110	0.65	0.999
10.30	240	0.54	0.804
10.40	70	0.72	1.145
10.50	158	0.71	0.984
10.60	153	0.70	0.955
10.70	288	0.68	0.786
10.80	66	0.78	1.139
10.90	167	0.79	0.964
11.00	136	0.75	0.971
11.10	274	0.65	0.779
11.20	78	0.81	1.127
11.30	181	0.81	0.943
11.40	141	0.79	0.954
11.50	290	0.71	0.775
11.60	67	0.84	1.131
11.70	162	0.86	0.955
11.80	166	0.82	0.950
11.90	276	0.82	0.779
12.00	70	0.88	1.106
12.10	182	0.88	0.911
12.20	152	0.86	0.975
12.30	264	0.86	0.768
12.40	63	1.03	1.122
12.50	149	1.17	0.949
12.60	136	1.19	0.926
12.70	297	0.90	0.757
12.80	68	1.05	1.101
12.90	181	1.15	0.901
13.00	151	1.12	0.945
13.10	292	0.95	0.762
13.20	66	1.16	1.081
13.30	184	1.29	0.886
13.40	119	1.22	0.962
13.50	298	1.08	0.774
13.60	64	1.12	1.064
13.70	196	1.17	0.868
13.80	133	0.98	0.942
13.90	281	0.88	0.768
14.00	69	1.15	1.074
14.10	194	1.24	0.873
14.20	117	1.13	0.972
14.30	283	0.98	0.765
14.40	62	1.08	1.081
14.50	179	1.09	0.894
14.60	154	1.13	0.939
14.70	298	1.06	0.759
14.80	57	1.08	1.101
14.90	140	1.12	0.918
15.00	125	1.09	0.943
15.10	301	1.05	0.753
15.20	46	1.10	1.115
15.30	138	1.17	0.925
15.40	107	1.12	0.952
15.50	284	1.18	0.777
15.60	130	0.89	1.077
15.70	190	0.81	0.872
15.80	103	0.86	0.954
15.90	272	0.86	0.781
16.00	75	0.73	1.054
16.10	192	0.61	0.882
16.20	134	0.79	0.969
16.30	280	0.79	0.778
16.40	42	0.68	1.085
16.50	183	0.59	0.907
16.60	106	0.76	0.960
16.70	287	0.80	0.790
16.80	74	0.61	1.075
16.90	206	0.53	0.890
17.00	115	0.63	0.994
17.10	249	0.65	0.809
17.20	99	0.60	1.080
17.30	199	0.52	0.895
17.40	131	0.67	0.984
17.50	277	0.69	0.787
17.60	56	0.58	1.085
17.70	195	0.57	0.913
17.80	148	0.67	0.943
17.90	299	0.68	0.769
18.00	75	0.60	1.103
18.10	201	0.55	0.939
18.20	309	0.70	0.810
18.30	345	0.72	0.809
18.40	348	0.73	0.811
18.50	354	0.73	0.810
18.60	357	0.73	0.809
18.70	359	0.73	0.809
18.80	366	0.74	0.808
18.90	364	0.75	0.808

Experiment #50 begin 
- freq    = 5.00 Hz
- rho_int = 800.00 kg/m3
- rho_bed = 1300.00 kg/m3

t(s)	cont	z_int	E_pot
1.10	282	0.11	0.855
1.20	48	0.13	1.226
1.30	125	0.08	1.052
1.40	84	0.14	1.092
1.50	255	0.11	0.862
1.60	32	0.16	1.256
1.70	96	0.10	1.085
1.80	69	0.12	1.094
1.90	258	0.11	0.873
2.00	38	0.13	1.208
2.10	134	0.10	1.022
2.20	56	0.13	1.110
2.30	211	0.10	0.895
2.40	66	0.15	1.196
2.50	128	0.10	0.993
2.60	37	0.14	1.115
2.70	206	0.11	0.900
2.80	66	0.16	1.186
2.90	126	0.12	0.980
3.00	31	0.16	1.128
3.10	177	0.12	0.932
3.20	78	0.15	1.162
3.30	154	0.10	0.972
3.40	75	0.15	1.115
3.50	196	0.11	0.918
3.60	45	0.16	1.149
3.70	158	0.11	0.964
3.80	41	0.15	1.121
3.90	156	0.10	0.932
4.00	63	0.16	1.139
4.10	172	0.10	0.919
4.20	53	0.15	1.163
4.30	138	0.10	0.973
4.40	46	0.14	1.102
4.50	203	0.11	0.896
4.60	56	0.13	1.160
4.70	152	0.10	0.965
4.80	76	0.14	1.087
4.90	225	0.10	0.889
5.00	56	0.15	1.173
5.10	138	0.09	0.984
5.20	63	0.16	1.088
5.30	240	0.12	0.863
5.40	46	0.19	1.195
5.50	128	0.12	1.009
5.60	34	0.16	1.093
5.70	230	0.12	0.874
5.80	33	0.16	1.211
5.90	108	0.11	1.034
6.00	37	0.12	1.084
6.10	235	0.10	0.868
6.20	40	0.12	1.245
6.30	105	0.09	1.078
6.40	56	0.12	1.087
6.50	249	0.10	0.865
6.60	53	0.11	1.246
6.70	99	0.09	1.077
6.80	68	0.12	1.083
6.90	274	0.10	0.859
7.00	45	0.16	1.232
7.10	120	0.09	1.070
7.20	94	0.15	1.076
7.30	264	0.12	0.865
7.40	69	0.17	1.219
7.50	116	0.10	1.033
7.60	66	0.14	1.070
7.70	255	0.11	0.875
7.80	62	0.13	1.197
7.90	140	0.09	1.010
8.00	49	0.15	1.093
8.10	259	0.10	0.856
8.20	26	0.17	1.208
8.30	119	0.13	1.025
8.40	69	0.19	1.076
8.50	238	0.17	0.893
8.60	56	0.20	1.181
8.70	144	0.15	0.988
8.80	32	0.22	1.107
8.90	212	0.18	0.882
9.00	40	0.24	1.175
9.10	136	0.17	0.989
9.20	41	0.26	1.072
9.30	241	0.21	0.871
9.40	24	0.26	1.182
9.50	129	0.20	0.998
9.60	27	0.28	1.094
9.70	230	0.25	0.876
9.80	31	0.31	1.140
9.90	164	0.24	0.945
10.00	55	0.31	1.079
10.10	223	0.26	0.887
10.20	48	0.36	1.159
10.30	150	0.27	0.955
10.40	50	0.35	1.096
10.50	165	0.29	0.917
10.60	50	0.39	1.105
10.70	174	0.32	0.896
10.80	53	0.41	1.113
10.90	163	0.32	0.930
11.00	83	0.43	1.068
11.10	222	0.37	0.859
11.20	67	0.44	1.127
11.30	159	0.32	0.928
11.40	49	0.43	1.078
11.50	199	0.33	0.873
11.60	51	0.41	1.141
11.70	158	0.31	0.950
11.80	58	0.43	1.065
11.90	233	0.37	0.852
12.00	69	0.43	1.135
12.10	157	0.33	0.952
12.20	112	0.45	1.029
12.30	249	0.38	0.840
12.40	54	0.48	1.137
12.50	150	0.37	0.960
12.60	97	0.46	1.032
12.70	244	0.41	0.852
12.80	71	0.49	1.141
12.90	146	0.38	0.959
13.00	98	0.47	1.041
13.10	233	0.41	0.838
13.20	84	0.47	1.141
13.30	158	0.35	0.950
13.40	105	0.47	1.066
13.50	243	0.40	0.843
13.60	57	0.53	1.159
13.70	144	0.44	0.976
13.80	81	0.54	1.021
13.90	259	0.50	0.827
14.00	64	0.57	1.168
14.10	135	0.50	0.963
14.20	128	0.56	0.999
14.30	244	0.49	0.819
14.40	75	0.60	1.135
14.50	166	0.50	0.932
14.60	120	0.52	0.995
14.70	261	0.44	0.813
14.80	82	0.62	1.132
14.90	150	0.55	0.951
15.00	105	0.66	1.010
15.10	274	0.58	0.814
15.20	75	0.66	1.123
15.30	172	0.59	0.926
15.40	85	0.70	1.016
15.50	233	0.62	0.836
15.60	52	0.72	1.117
15.70	171	0.69	0.923
15.80	79	0.77	1.006
15.90	245	0.70	0.814
16.00	46	0.81	1.137
16.10	155	0.81	0.953
16.20	133	0.80	0.989
16.30	270	0.80	0.784
16.40	64	0.85	1.131
16.50	167	0.85	0.939
16.60	148	0.82	0.944
16.70	295	0.83	0.768
16.80	66	0.90	1.135
16.90	153	0.91	0.940
17.00	150	0.93	0.989
17.10	276	0.93	0.781
17.20	79	1.00	1.104
17.30	162	1.00	0.920
17.40	144	1.00	0.967
17.50	284	0.89	0.778
17.60	69	1.01	1.090
17.70	187	1.01	0.901
17.80	143	0.88	0.962
17.90	283	0.79	0.771
18.00	72	1.09	1.106
18.10	174	1.21	0.910
18.20	330	1.22	0.802
18.30	348	1.01	0.802
18.40	353	0.99	0.800
18.50	354	0.95	0.797
18.60	359	0.95	0.796
18.70	362	0.95	0.796
18.80	364	0.94	0.796
18.90	365	0.94	0.796

Experiment #51 begin 
- freq    = 5.00 Hz
- rho_int = 900.00 kg/m3
- rho_bed = 1300.00 kg/m3

t(s)	cont	z_int	E_pot
1.10	290	0.11	0.858
1.20	25	0.13	1.264
1.30	106	0.09	1.077
1.40	70	0.11	1.121
1.50	244	0.11	0.897
1.60	31	0.15	1.226
1.70	129	0.10	1.023
1.80	40	0.12	1.095
1.90	247	0.11	0.887
2.00	39	0.16	1.221
2.10	137	0.10	1.024
2.20	63	0.13	1.105
2.30	245	0.10	0.890
2.40	28	0.13	1.197
2.50	140	0.10	0.997
2.60	86	0.12	1.079
2.70	259	0.10	0.879
2.80	34	0.14	1.216
2.90	108	0.10	1.022
3.00	87	0.13	1.076
3.10	254	0.10	0.886
3.20	55	0.15	1.165
3.30	177	0.10	0.972
3.40	82	0.13	1.103
3.50	222	0.11	0.892
3.60	38	0.16	1.185
3.70	139	0.10	0.997
3.80	43	0.14	1.099
3.90	228	0.10	0.896
4.00	43	0.15	1.226
4.10	123	0.09	1.038
4.20	47	0.14	1.091
4.30	251	0.12	0.879
4.40	43	0.16	1.211
4.50	119	0.11	1.016
4.60	70	0.15	1.083
4.70	266	0.11	0.865
4.80	6	0.17	1.271
4.90	77	0.10	1.112
5.00	70	0.16	1.061
5.10	280	0.12	0.858
5.20	28	0.20	1.272
5.30	97	0.12	1.108
5.40	82	0.18	1.071
5.50	279	0.13	0.846
5.60	51	0.21	1.236
5.70	102	0.14	1.058
5.80	65	0.21	1.108
5.90	212	0.18	0.896
6.00	64	0.24	1.182
6.10	135	0.17	0.990
6.20	48	0.23	1.084
6.30	210	0.19	0.892
6.40	42	0.25	1.174
6.50	141	0.18	0.996
6.60	67	0.25	1.061
6.70	246	0.21	0.869
6.80	68	0.27	1.189
6.90	146	0.19	1.027
7.00	101	0.26	1.072
7.10	258	0.22	0.861
7.20	52	0.30	1.200
7.30	121	0.21	1.016
7.40	72	0.30	1.057
7.50	240	0.26	0.871
7.60	40	0.33	1.193
7.70	120	0.23	1.001
7.80	96	0.32	1.047
7.90	261	0.28	0.844
8.00	53	0.35	1.197
8.10	140	0.24	1.016
8.20	108	0.36	1.050
8.30	271	0.30	0.845
8.40	72	0.36	1.212
8.50	133	0.26	1.059
8.60	111	0.36	1.066
8.70	266	0.29	0.841
8.80	61	0.37	1.192
8.90	133	0.27	1.029
9.00	112	0.37	1.045
9.10	279	0.30	0.847
9.20	73	0.38	1.173
9.30	153	0.27	0.997
9.40	99	0.40	1.065
9.50	241	0.32	0.857
9.60	51	0.43	1.172
9.70	146	0.34	1.004
9.80	77	0.39	1.036
9.90	266	0.35	0.850
10.00	56	0.48	1.184
10.10	148	0.38	1.005
10.20	95	0.46	1.038
10.30	259	0.40	0.834
10.40	49	0.51	1.189
10.50	136	0.43	1.007
10.60	95	0.46	1.012
10.70	277	0.40	0.823
10.80	69	0.57	1.178
10.90	119	0.51	1.003
11.00	87	0.54	1.009
11.10	261	0.49	0.815
11.20	45	0.61	1.179
11.30	149	0.59	0.985
11.40	122	0.60	0.992
11.50	278	0.57	0.814
11.60	54	0.66	1.159
11.70	131	0.63	0.957
11.80	124	0.65	1.003
11.90	261	0.58	0.823
12.00	78	0.72	1.123
12.10	162	0.70	0.940
12.20	123	0.71	1.030
12.30	244	0.65	0.830
12.40	57	0.78	1.141
12.50	155	0.79	0.959
12.60	105	0.75	0.999
12.70	267	0.71	0.785
12.80	53	0.83	1.186
12.90	137	0.85	1.014
13.00	164	0.81	0.961
13.10	295	0.78	0.776
13.20	62	0.85	1.160
13.30	157	0.86	0.980
13.40	172	0.81	0.972
13.50	290	0.80	0.764
13.60	57	0.86	1.154
13.70	150	0.87	0.963
13.80	140	0.85	0.964
13.90	278	0.83	0.767
14.00	53	0.88	1.131
14.10	157	0.88	0.947
14.20	168	0.87	0.946
14.30	283	0.84	0.769
14.40	75	0.93	1.144
14.50	160	0.94	0.949
14.60	140	0.90	0.979
14.70	280	0.82	0.770
14.80	68	0.96	1.117
14.90	186	0.97	0.924
15.00	145	0.95	0.966
15.10	290	0.86	0.771
15.20	77	0.97	1.123
15.30	184	0.98	0.933
15.40	153	0.97	0.969
15.50	292	0.97	0.774
15.60	60	1.07	1.093
15.70	196	1.20	0.906
15.80	143	1.14	1.019
15.90	260	1.02	0.794
16.00	117	1.23	1.065
16.10	184	1.41	0.882
16.20	91	1.17	1.032
16.30	239	0.88	0.813
16.40	75	1.06	1.131
16.50	130	1.21	0.931
16.60	123	1.07	1.011
16.70	241	0.82	0.797
16.80	78	1.10	1.093
16.90	167	1.23	0.897
17.00	131	1.19	0.973
17.10	282	0.94	0.771
17.20	58	1.06	1.098
17.30	163	1.18	0.912
17.40	95	1.19	1.007
17.50	258	1.01	0.796
17.60	79	1.18	1.085
17.70	177	1.28	0.890
17.80	119	1.03	0.992
17.90	254	0.84	0.788
18.00	50	1.07	1.107
18.10	171	1.16	0.904
18.20	304	1.26	0.827
18.30	322	1.20	0.826
18.40	317	1.14	0.822
18.50	337	1.14	0.822
18.60	334	1.14	0.821
18.70	336	1.14	0.821
18.80	337	1.14	0.821
18.90	336	1.14	0.821

Experiment #52 begin 
- freq    = 5.00 Hz
- rho_int = 1000.00 kg/m3
- rho_bed = 1300.00 kg/m3

t(s)	cont	z_int	E_pot
1.10	295	0.11	0.871
1.20	50	0.12	1.219
1.30	143	0.09	1.019
1.40	38	0.12	1.115
1.50	223	0.11	0.909
1.60	58	0.13	1.204
1.70	140	0.09	1.013
1.80	42	0.12	1.102
1.90	227	0.10	0.896
2.00	64	0.14	1.217
2.10	111	0.09	1.029
2.20	78	0.13	1.103
2.30	229	0.10	0.888
2.40	22	0.14	1.242
2.50	98	0.09	1.084
2.60	100	0.15	1.062
2.70	317	0.12	0.854
2.80	20	0.14	1.246
2.90	111	0.10	1.043
3.00	53	0.13	1.102
3.10	244	0.11	0.878
3.20	34	0.16	1.232
3.30	115	0.10	1.039
3.40	59	0.12	1.099
3.50	235	0.11	0.880
3.60	37	0.12	1.236
3.70	118	0.09	1.055
3.80	48	0.12	1.089
3.90	259	0.10	0.873
4.00	63	0.15	1.225
4.10	122	0.10	1.055
4.20	78	0.14	1.093
4.30	275	0.11	0.874
4.40	49	0.14	1.249
4.50	111	0.09	1.081
4.60	91	0.15	1.081
4.70	277	0.11	0.877
4.80	30	0.15	1.233
4.90	103	0.10	1.051
5.00	37	0.13	1.109
5.10	229	0.10	0.903
5.20	39	0.13	1.242
5.30	96	0.09	1.067
5.40	83	0.13	1.086
5.50	245	0.10	0.882
5.60	34	0.13	1.255
5.70	96	0.10	1.071
5.80	61	0.12	1.092
5.90	241	0.10	0.885
6.00	35	0.14	1.207
6.10	138	0.09	1.017
6.20	60	0.12	1.102
6.30	208	0.10	0.913
6.40	51	0.15	1.187
6.50	161	0.10	0.995
6.60	54	0.14	1.116
6.70	208	0.11	0.920
6.80	49	0.15	1.185
6.90	152	0.10	0.982
7.00	74	0.14	1.110
7.10	229	0.11	0.899
7.20	51	0.15	1.211
7.30	108	0.10	1.034
7.40	60	0.13	1.092
7.50	246	0.11	0.877
7.60	25	0.14	1.229
7.70	110	0.10	1.062
7.80	50	0.14	1.123
7.90	235	0.10	0.907
8.00	58	0.14	1.204
8.10	128	0.09	1.012
8.20	41	0.13	1.137
8.30	208	0.09	0.926
8.40	35	0.16	1.198
8.50	136	0.09	0.991
8.60	48	0.15	1.127
8.70	195	0.11	0.915
8.80	43	0.14	1.200
8.90	123	0.10	1.011
9.00	42	0.13	1.119
9.10	216	0.10	0.914
9.20	66	0.15	1.159
9.30	168	0.10	0.954
9.40	60	0.15	1.137
9.50	171	0.10	0.942
9.60	52	0.15	1.140
9.70	190	0.10	0.938
9.80	31	0.18	1.143
9.90	168	0.11	0.941
10.00	41	0.16	1.163
10.10	153	0.10	0.958
10.20	52	0.13	1.148
10.30	185	0.09	0.951
10.40	55	0.13	1.185
10.50	139	0.10	0.984
10.60	57	0.15	1.132
10.70	194	0.11	0.911
10.80	26	0.15	1.183
10.90	125	0.10	0.988
11.00	49	0.14	1.110
11.10	216	0.11	0.895
11.20	46	0.15	1.197
11.30	134	0.10	0.999
11.40	27	0.16	1.118
11.50	198	0.11	0.912
11.60	29	0.13	1.185
11.70	125	0.10	0.995
11.80	37	0.13	1.108
11.90	219	0.11	0.894
12.00	47	0.18	1.214
12.10	115	0.10	1.007
12.20	37	0.14	1.121
12.30	199	0.11	0.909
12.40	48	0.14	1.245
12.50	96	0.10	1.061
12.60	55	0.10	1.084
12.70	281	0.10	0.861
12.80	20	0.12	1.238
12.90	118	0.09	1.066
13.00	68	0.11	1.111
13.10	249	0.10	0.889
13.20	37	0.12	1.264
13.30	132	0.08	1.086
13.40	85	0.12	1.087
13.50	260	0.10	0.873
13.60	38	0.14	1.267
13.70	120	0.09	1.095
13.80	73	0.12	1.084
13.90	254	0.10	0.879
14.00	37	0.12	1.237
14.10	102	0.09	1.064
14.20	69	0.12	1.070
14.30	238	0.10	0.886
14.40	58	0.16	1.194
14.50	138	0.10	1.001
14.60	64	0.16	1.123
14.70	220	0.10	0.910
14.80	19	0.20	1.199
14.90	119	0.13	1.029
15.00	62	0.20	1.082
15.10	257	0.16	0.880
15.20	29	0.25	1.239
15.30	95	0.17	1.060
15.40	50	0.23	1.075
15.50	247	0.18	0.868
15.60	40	0.24	1.208
15.70	126	0.19	1.029
15.80	49	0.24	1.096
15.90	234	0.19	0.887
16.00	27	0.27	1.218
16.10	126	0.18	1.037
16.20	64	0.23	1.061
16.30	254	0.20	0.870
16.40	31	0.28	1.219
16.50	118	0.18	1.025
16.60	72	0.27	1.064
16.70	239	0.24	0.876
16.80	49	0.33	1.184
16.90	123	0.24	0.988
17.00	67	0.30	1.076
17.10	220	0.25	0.895
17.20	34	0.33	1.154
17.30	159	0.23	0.967
17.40	69	0.34	1.075
17.50	228	0.28	0.869
17.60	63	0.36	1.177
17.70	131	0.26	1.007
17.80	67	0.33	1.039
17.90	267	0.29	0.862
18.00	38	0.38	1.206
18.10	114	0.30	1.040
18.20	257	0.35	0.913
18.30	274	0.35	0.918
18.40	297	0.35	0.914
18.50	307	0.35	0.912
18.60	312	0.34	0.907
18.70	314	0.34	0.905
18.80	319	0.34	0.904
18.90	318	0.34	0.904

Experiment #53 begin 
- freq    = 5.00 Hz
- rho_int = 1100.00 kg/m3
- rho_bed = 1300.00 kg/m3

t(s)	cont	z_int	E_pot
1.10	281	0.11	0.865
1.20	28	0.15	1.228
1.30	124	0.10	1.014
1.40	54	0.14	1.103
1.50	241	0.10	0.895
1.60	39	0.14	1.211
1.70	129	0.09	1.016
1.80	42	0.15	1.122
1.90	219	0.11	0.892
2.00	21	0.17	1.259
2.10	84	0.09	1.096
2.20	63	0.13	1.088
2.30	266	0.11	0.875
2.40	43	0.14	1.275
2.50	101	0.09	1.110
2.60	68	0.14	1.095
2.70	263	0.11	0.877
2.80	59	0.13	1.269
2.90	105	0.09	1.099
3.00	75	0.12	1.097
3.10	247	0.11	0.897
3.20	57	0.15	1.235
3.30	121	0.09	1.050
3.40	65	0.15	1.094
3.50	247	0.10	0.890
3.60	35	0.14	1.223
3.70	135	0.10	1.044
3.80	81	0.15	1.076
3.90	246	0.11	0.894
4.00	41	0.15	1.200
4.10	133	0.10	1.018
4.20	67	0.13	1.098
4.30	246	0.12	0.891
4.40	36	0.16	1.197
4.50	146	0.10	1.014
4.60	67	0.16	1.108
4.70	241	0.11	0.902
4.80	43	0.16	1.227
4.90	125	0.10	1.054
5.00	95	0.14	1.105
5.10	234	0.11	0.901
5.20	28	0.15	1.234
5.30	119	0.10	1.058
5.40	58	0.13	1.099
5.50	225	0.10	0.902
5.60	37	0.15	1.231
5.70	115	0.10	1.048
5.80	49	0.15	1.095
5.90	252	0.12	0.859
6.00	39	0.15	1.311
6.10	62	0.09	1.179
6.20	63	0.13	1.066
6.30	292	0.12	0.845
6.40	28	0.17	1.314
6.50	91	0.09	1.141
6.60	76	0.13	1.062
6.70	274	0.12	0.860
6.80	27	0.16	1.265
6.90	100	0.10	1.090
7.00	54	0.13	1.081
7.10	273	0.12	0.872
7.20	45	0.15	1.272
7.30	104	0.10	1.115
7.40	121	0.14	1.078
7.50	287	0.11	0.871
7.60	42	0.14	1.249
7.70	123	0.09	1.062
7.80	73	0.16	1.116
7.90	246	0.11	0.889
8.00	58	0.16	1.215
8.10	134	0.10	1.023
8.20	65	0.16	1.115
8.30	208	0.12	0.926
8.40	36	0.18	1.181
8.50	145	0.14	0.989
8.60	56	0.18	1.110
8.70	230	0.14	0.909
8.80	49	0.21	1.180
8.90	152	0.17	0.982
9.00	31	0.25	1.117
9.10	201	0.18	0.900
9.20	36	0.27	1.205
9.30	123	0.18	1.029
9.40	63	0.24	1.071
9.50	242	0.20	0.878
9.60	42	0.29	1.237
9.70	115	0.18	1.063
9.80	103	0.24	1.065
9.90	266	0.20	0.869
10.00	35	0.28	1.211
10.10	121	0.18	1.026
10.20	64	0.26	1.076
10.30	265	0.20	0.861
10.40	10	0.28	1.249
10.50	91	0.19	1.087
10.60	63	0.29	1.073
10.70	278	0.25	0.852
10.80	36	0.35	1.243
10.90	111	0.25	1.080
11.00	94	0.31	1.059
11.10	267	0.26	0.853
11.20	37	0.36	1.261
11.30	110	0.27	1.099
11.40	69	0.36	1.060
11.50	287	0.32	0.846
11.60	31	0.39	1.269
11.70	91	0.32	1.117
11.80	75	0.39	1.050
11.90	255	0.34	0.849
12.00	55	0.42	1.231
12.10	129	0.31	1.050
12.20	73	0.41	1.073
12.30	243	0.35	0.860
12.40	36	0.47	1.220
12.50	107	0.39	1.048
12.60	52	0.42	1.064
12.70	255	0.38	0.859
12.80	49	0.46	1.176
12.90	142	0.39	0.987
13.00	80	0.42	1.053
13.10	245	0.35	0.855
13.20	40	0.44	1.188
13.30	135	0.38	1.013
13.40	66	0.42	1.055
13.50	239	0.34	0.870
13.60	70	0.45	1.154
13.70	154	0.35	0.951
13.80	82	0.51	1.081
13.90	194	0.44	0.882
14.00	59	0.52	1.167
14.10	133	0.43	0.987
14.20	79	0.49	1.047
14.30	236	0.43	0.855
14.40	76	0.54	1.149
14.50	162	0.45	0.968
14.60	64	0.52	1.051
14.70	235	0.46	0.859
14.80	51	0.58	1.142
14.90	157	0.50	0.957
15.00	90	0.56	1.052
15.10	213	0.48	0.857
15.20	58	0.60	1.162
15.30	164	0.54	0.978
15.40	88	0.58	1.034
15.50	249	0.52	0.834
15.60	43	0.64	1.209
15.70	142	0.64	1.025
15.80	93	0.57	0.991
15.90	270	0.53	0.824
16.00	59	0.63	1.212
16.10	132	0.65	1.044
16.20	116	0.58	0.980
16.30	288	0.55	0.802
16.40	48	0.64	1.206
16.50	127	0.63	1.034
16.60	102	0.66	1.023
16.70	263	0.58	0.823
16.80	40	0.70	1.197
16.90	142	0.72	1.006
17.00	100	0.70	1.017
17.10	272	0.66	0.804
17.20	73	0.79	1.159
17.30	150	0.80	0.951
17.40	106	0.81	1.013
17.50	280	0.74	0.809
17.60	75	0.86	1.166
17.70	148	0.87	0.997
17.80	160	0.80	1.015
17.90	271	0.72	0.787
18.00	59	0.87	1.174
18.10	153	0.88	1.006
18.20	266	0.83	0.867
18.30	306	0.78	0.829
18.40	328	0.78	0.827
18.50	343	0.78	0.823
18.60	349	0.78	0.822
18.70	349	0.79	0.822
18.80	354	0.80	0.821
18.90	354	0.81	0.820

Experiment #54 begin 
- freq    = 5.00 Hz
- rho_int = 1200.00 kg/m3
- rho_bed = 1300.00 kg/m3

t(s)	cont	z_int	E_pot
1.10	290	0.11	0.873
1.20	59	0.13	1.234
1.30	143	0.09	1.020
1.40	41	0.11	1.122
1.50	232	0.11	0.896
1.60	46	0.13	1.223
1.70	126	0.10	1.027
1.80	50	0.14	1.097
1.90	251	0.11	0.884
2.00	45	0.13	1.238
2.10	114	0.09	1.068
2.20	52	0.14	1.087
2.30	278	0.11	0.870
2.40	42	0.15	1.275
2.50	113	0.11	1.101
2.60	70	0.14	1.080
2.70	261	0.10	0.889
2.80	56	0.16	1.234
2.90	146	0.10	1.028
3.00	69	0.16	1.109
3.10	250	0.11	0.895
3.20	44	0.17	1.199
