#exp,kn,gn,n_bed,d_int,d_bed,rho_int,rho_bed,freq,amp,zint_i,deg_i,E_pot,zint_f,deg_f,E_pot
,,,,,,,,,,,,,,,
#77,1000,300,100,0.02,0.006,840,840,10,0.006,0.1694,186,0.0904,0.2061,193,0.0903
#78,1000,300,100,0.02,0.006,860,840,10,0.006,0.1693,185,0.0904,0.5085,170,0.0838
#79,1000,300,100,0.02,0.006,880,840,10,0.006,0.1693,185,0.0904,0.1714,169,0.0918
#80,1000,300,100,0.02,0.006,700,860,10,0.006,0.1697,185,0.0904,1.1396,191,0.0762
#81,1000,300,100,0.02,0.006,720,860,10,0.006,0.1696,186,0.0904,1.0521,192,0.0778
#82,1000,300,100,0.02,0.006,740,860,10,0.006,0.1696,186,0.0904,0.3401,184,0.0888
#83,1000,300,100,0.02,0.006,760,860,10,0.006,0.1696,186,0.0904,0.1638,183,0.092
#84,1000,300,100,0.02,0.006,780,860,10,0.006,0.1695,186,0.0904,0.6771,213,0.0801
#85,1000,300,100,0.02,0.006,800,860,10,0.006,0.1695,187,0.0904,0.8649,196,0.0798
#86,1000,300,100,0.02,0.006,820,860,10,0.006,0.1695,186,0.0904,0.9768,187,0.0779
#87,1000,300,100,0.02,0.006,840,860,10,0.006,0.1694,186,0.0904,0.934,187,0.0786
#88,1000,300,100,0.02,0.006,860,860,10,0.006,0.1694,187,0.0904,0.1666,179,0.0903
#89,1000,300,100,0.02,0.006,880,860,10,0.006,0.1693,186,0.0904,1.0018,167,0.0806
#90,1000,300,100,0.02,0.006,700,880,10,0.006,0.1698,187,0.0904,0.9987,207,0.0778
#91,1000,300,100,0.02,0.006,720,880,10,0.006,0.1697,187,0.0904,0.9025,183,0.0805
#92,1000,300,100,0.02,0.006,740,880,10,0.006,0.1697,187,0.0904,0.3974,172,0.0888
#93,1000,300,100,0.02,0.006,760,880,10,0.006,0.1696,187,0.0904,0.8868,183,0.0811
#94,1000,300,100,0.02,0.006,780,880,10,0.006,0.1696,187,0.0904,0.9686,204,0.0799
#95,1000,300,100,0.02,0.006,800,880,10,0.006,0.1696,187,0.0904,0.7033,201,0.081
#96,1000,300,100,0.02,0.006,820,880,10,0.006,0.1695,187,0.0904,1.0075,224,0.0774
#97,1000,300,100,0.02,0.006,840,880,10,0.006,0.1695,186,0.0904,0.5899,207,0.0825
#98,1000,300,100,0.02,0.006,860,880,10,0.006,0.1695,187,0.0904,0.3042,168,0.0904
#99,1000,300,100,0.02,0.006,880,880,10,0.006,0.1694,187,0.0904,0.9032,183,0.0793
