,index,kn,gn,n_bed,d_int,d_bed,rho_int,rho_bed,freq,amp,gamma,zint_i,deg_i,E_pot,zint_f,deg_f,E_pot.1,label
784,784,1175,381,199,0.0126,0.0067,835.31,1094.1,21.82,0.01,13.44,0.0272,411,0.1967,0.0328,454,0.1661,C
785,785,1697,324,185,0.0127,0.0059,764.69,1089.69,18.73,0.01,11.97,0.0454,300,0.1482,0.043,350,0.1096,C
786,786,1025,362,139,0.0141,0.0074,898.95,1011.63,18.35,0.01,9.72,0.0415,279,0.1729,0.0472,320,0.1683,C
787,787,1165,397,170,0.013000000000000001,0.0052,801.96,1180.71,45.01,0.01,57.59,0.0714,268,0.11,0.0709,284,0.0889,C
788,788,1260,379,196,0.0135,0.0072,886.47,1122.27,29.38,0.01,25.83,0.0261,387,0.2244,0.027000000000000003,439,0.2473,C
789,789,1400,379,157,0.0149,0.0066,848.1,1128.04,17.73,0.01,9.97,0.0538,263,0.1596,0.0571,297,0.1234,C
790,792,1287,340,107,0.0141,0.0045,863.7,1181.26,41.24,0.01,49.45,0.17,131,0.0558,1.0629,160,0.0254,A
791,798,1088,336,192,0.013000000000000001,0.0044,824.38,1177.85,14.7,0.01,7.15,0.098,296,0.0889,0.5009,310,0.0923,B
792,799,1843,324,106,0.0134,0.0057,873.07,1143.35,39.7,0.01,43.74,0.0945,147,0.0859,0.6397,166,0.0742,B
793,800,1850,389,104,0.0122,0.0046,762.81,1112.68,24.27,0.01,15.71,0.1542,83,0.0547,0.4941,82,0.077,B
794,802,1313,378,104,0.0122,0.0044,832.9,1175.4,36.65,0.01,44.19,0.1578,109,0.0515,0.6836,97,0.0391,A
795,803,1052,312,101,0.0134,0.0044,793.78,1029.12,29.15,0.01,26.55,0.1826,135,0.0527,0.7438,149,0.0406,A
796,807,1407,313,189,0.0124,0.0048,808.01,1100.87,17.69,0.01,9.31,0.0768,268,0.1035,0.7101,266,0.1065,A
797,812,1453,337,157,0.0121,0.0041,812.34,1120.8,35.85,0.01,43.0,0.1421,129,0.0627,0.4041,99,0.0517,B
798,813,1454,355,106,0.0147,0.0049,715.89,1036.36,48.63,0.01,80.08,0.1551,127,0.0655,0.7695,151,0.03,A
799,818,1271,374,175,0.013999999999999999,0.004,729.47,1057.13,33.33,0.01,32.37,0.1436,137,0.0701,0.7483,151,0.0348,A
800,822,1891,321,119,0.0129,0.0041,828.77,1161.62,46.13,0.01,63.7,0.2015,59,0.0497,0.7389,50,0.0202,A
801,826,1863,326,191,0.0127,0.005,818.7,1135.74,18.51,0.01,11.42,0.077,198,0.1074,0.8554,230,0.0802,A
802,829,1615,372,170,0.0125,0.0044,732.17,1066.04,27.52,0.01,22.13,0.1154,107,0.0766,0.7929999999999999,125,0.0446,A
803,830,1552,381,123,0.0145,0.004,851.47,1195.71,44.42,0.01,63.71,0.1997,97,0.0514,0.8303,64,0.0139,A
804,831,1803,357,140,0.0144,0.0046,821.82,1078.54,40.27,0.01,44.24,0.1441,117,0.0741,0.7525,91,0.0924,A
805,832,1977,391,112,0.0149,0.0042,730.01,1028.6,37.81,0.01,40.31,0.1763,16,0.0605,0.4009,46,0.0436,B
806,833,1161,385,101,0.013999999999999999,0.0041,711.7,1157.44,11.0,0.01,3.69,0.2071,94,0.0445,0.6311,124,0.0372,B
807,847,1421,350,158,0.0149,0.0041,732.79,1195.54,41.74,0.01,53.7,0.1811,158,0.0669,0.9498,175,0.0347,A
808,849,1987,308,126,0.0137,0.0063,847.0,1089.59,23.19,0.01,14.31,0.0643,193,0.1194,0.3755,202,0.1312,B
809,851,1023,391,115,0.0139,0.0043,832.42,1078.39,13.69,0.01,5.54,0.1847,155,0.0549,0.4683,155,0.064,B
810,855,1616,394,147,0.0141,0.0044,896.32,1194.05,26.47,0.01,21.06,0.1437,127,0.0716,0.826,160,0.0897,A
811,857,1538,310,132,0.0121,0.0046,854.6,1068.1,37.92,0.01,43.52,0.114,157,0.0675,0.5419,159,0.0365,B
812,865,1231,369,100,0.0149,0.0045,881.86,1014.61,34.06,0.01,37.13,0.1887,115,0.0554,0.7915,117,0.0728,A
813,867,1005,368,132,0.0126,0.0043,817.68,1137.89,15.17,0.01,6.63,0.1519,187,0.0576,0.585,200,0.0829,B
814,876,1833,321,122,0.0145,0.0047,727.89,1160.31,25.51,0.01,19.84,0.1438,114,0.0673,0.6769,118,0.0387,A
815,880,1863,325,161,0.0129,0.0051,851.42,1069.56,10.5,0.01,2.94,0.0844,163,0.0999,0.8633,181,0.0845,A
816,881,1855,344,142,0.0145,0.0047,827.9,1101.71,16.39,0.01,8.21,0.1353,148,0.0772,0.9292,126,0.08199999999999999,A
817,882,1503,396,163,0.0122,0.0049,769.74,1165.41,18.73,0.01,10.36,0.08199999999999999,194,0.0933,0.7666,196,0.0566,A
818,883,1527,378,129,0.0134,0.0044,724.98,1056.13,26.74,0.01,22.26,0.1667,106,0.0609,0.8107,114,0.0428,A
819,887,1910,305,165,0.0148,0.0053,765.06,1173.57,32.36,0.01,29.77,0.0911,236,0.1097,0.3516,207,0.126,B
820,892,1626,360,100,0.0143,0.0045,889.47,1029.59,16.02,0.01,8.37,0.2053,74,0.0532,0.6895,65,0.0157,A
821,893,1095,389,135,0.0132,0.0044,819.09,1160.55,23.54,0.01,17.84,0.1459,174,0.0644,0.8886,204,0.0441,A
822,900,1121,337,143,0.0148,0.004,780.72,1160.58,19.49,0.01,10.3,0.1954,179,0.0599,0.3427,177,0.0747,B
823,907,1987,312,139,0.0121,0.0043,713.79,1082.36,11.75,0.01,3.64,0.1263,76,0.0635,0.49,81,0.0591,B
824,908,1894,385,148,0.0126,0.0045,877.58,1025.21,29.16,0.01,25.05,0.0795,62,0.0754,0.3555,55,0.0878,B
825,922,1887,308,168,0.013000000000000001,0.0048,861.61,1114.99,44.69,0.01,67.54,0.0954,150,0.0908,0.685,155,0.1096,A
826,924,1952,397,188,0.0138,0.005,874.27,1028.39,30.65,0.01,31.02,0.0857,136,0.1108,0.8601,109,0.1109,A
827,925,1395,303,151,0.0127,0.0044,815.18,1126.45,11.63,0.01,4.33,0.1196,167,0.0714,0.7585,152,0.0328,A
828,927,1747,382,182,0.0132,0.0045,729.69,1071.02,34.6,0.01,36.56,0.1008,135,0.0901,0.9736,152,0.077,A
829,929,1679,322,179,0.0139,0.0041,791.53,1134.39,21.65,0.01,13.12,0.1394,99,0.0726,0.6057,91,0.0674,B
830,932,1462,320,109,0.0144,0.0042,786.31,1016.73,35.55,0.01,40.62,0.2288,104,0.0495,0.5831,82,0.0397,B
831,945,1886,335,104,0.0122,0.0064,815.34,1011.59,15.26,0.01,7.63,0.0595,159,0.1023,0.8724,153,0.1164,A
832,947,1699,368,161,0.0148,0.0053,891.93,1088.19,27.92,0.01,23.28,0.0935,196,0.1039,0.3577,190,0.0741,B
833,955,1406,300,134,0.0132,0.0051,839.05,1148.2,15.48,0.01,6.58,0.1031,206,0.086,0.5963,228,0.1059,B
834,957,1390,312,168,0.0144,0.0045,717.19,1102.98,37.8,0.01,46.43,0.122,206,0.0825,0.8267,215,0.067,A
835,962,1512,310,175,0.013000000000000001,0.0041,877.02,1070.1,33.47,0.01,36.55,0.1334,151,0.0713,0.3463,163,0.0959,B
836,964,1564,302,156,0.0137,0.0042,894.14,1097.01,40.13,0.01,46.19,0.1606,140,0.0659,0.3976,126,0.0362,B
837,966,1059,302,146,0.0147,0.0045,715.26,1023.45,41.48,0.01,54.98,0.1496,223,0.0739,0.4153,207,0.1008,B
838,967,1763,397,194,0.0138,0.005,720.88,1157.97,20.39,0.01,11.02,0.0806,212,0.1104,0.7249,220,0.12,A
839,969,1905,332,125,0.0127,0.0042,718.7,1117.85,49.52,0.01,75.25,0.0757,52,0.0609,0.5998,36,0.0402,B
840,974,1978,306,115,0.0124,0.0049,850.72,1183.85,37.91,0.01,45.21,0.1129,109,0.0672,0.8292,141,0.040999999999999995,A
841,976,1110,332,116,0.0129,0.005,842.14,1188.23,25.85,0.01,18.38,0.1194,192,0.0721,0.4111,193,0.0643,B
842,979,1661,392,193,0.0127,0.0045,747.04,1184.28,36.73,0.01,37.42,0.0971,174,0.0896,0.8929,196,0.055,A
843,985,1772,382,136,0.0143,0.0054,823.08,1001.4,10.34,0.01,3.37,0.0963,133,0.096,0.4445,168,0.0804,B
844,987,1711,303,138,0.0144,0.0049,850.34,1117.35,10.32,0.01,3.36,0.1224,173,0.08,0.6339,167,0.0494,B
845,999,1960,343,132,0.0126,0.0045,852.31,1037.52,17.66,0.01,8.2,0.1191,88,0.0662,0.5598,58,0.0746,B
846,1001,1865,366,149,0.0133,0.005,879.63,1148.58,28.7,0.01,24.72,0.0992,153,0.0913,0.922,163,0.0817,A
847,1007,1186,367,108,0.0128,0.0048,747.25,1028.82,35.69,0.01,39.47,0.1375,140,0.0639,0.9790000000000001,168,0.0668,A
848,1008,1898,358,142,0.0121,0.0049,838.71,1015.18,10.48,0.01,3.46,0.0964,116,0.0824,0.7246,72,0.1069,A
849,1012,1467,320,104,0.013000000000000001,0.004,805.76,1016.92,11.22,0.01,3.42,0.2343,71,0.0433,0.7437,66,0.0141,A
850,1020,1961,382,191,0.0136,0.0051,893.84,1114.4,38.61,0.01,50.82,0.07400000000000001,183,0.1192,0.5266,160,0.1028,B
851,1021,1553,314,194,0.0149,0.0049,785.53,1022.82,15.06,0.01,6.69,0.0975,241,0.109,0.924,243,0.1139,A
852,1022,1346,380,124,0.0136,0.0047,714.96,1026.03,48.6,0.01,77.67,0.1413,133,0.0677,0.9816,162,0.0693,A
853,1030,1752,339,119,0.013999999999999999,0.005,894.81,1095.25,48.66,0.01,68.34,0.1393,130,0.07400000000000001,1.0003,142,0.0865,A
854,1032,1917,360,106,0.0135,0.0051,726.34,1016.92,16.81,0.01,9.37,0.1279,94,0.0692,0.8018,106,0.0358,A
855,1041,1828,383,102,0.0121,0.0046,744.48,1134.47,43.13,0.01,58.98,0.1515,94,0.0542,0.7857,94,0.0167,A
856,1044,1427,302,144,0.0142,0.004,776.62,1011.63,26.02,0.01,18.16,0.1818,102,0.0589,0.9233,100,0.0275,A
857,1045,1507,336,132,0.013999999999999999,0.0042,863.63,1173.89,37.43,0.01,40.78,0.1804,120,0.0602,0.9151,143,0.0274,A
858,1048,1360,399,138,0.0143,0.0044,814.78,1109.81,25.65,0.01,20.89,0.1564,150,0.0685,0.9003,162,0.0508,A
859,1050,1144,364,128,0.0125,0.0042,832.08,1011.69,28.18,0.01,26.95,0.1517,152,0.0566,0.7346,152,0.0832,A
860,1052,1913,350,113,0.0146,0.0049,840.06,1099.91,26.09,0.01,19.85,0.1513,112,0.0692,0.7009,102,0.0728,A
861,1053,1752,352,186,0.0121,0.0044,707.25,1029.92,10.3,0.01,3.14,0.084,140,0.0864,0.4744,83,0.0824,B
862,1057,1202,395,123,0.013000000000000001,0.0046,780.56,1117.12,42.74,0.01,62.13,0.1257,153,0.0652,1.0307,173,0.0366,A
863,1067,1499,303,111,0.0147,0.0044,867.95,1146.47,34.35,0.007490000000000001,35.58,0.1892,121,0.055999999999999994,0.7187,125,0.0494,A
864,1071,1582,382,117,0.013000000000000001,0.0055,813.6,1084.21,35.4,0.01,42.39,0.095,148,0.0864,0.4492,164,0.0903,B
865,1072,1878,322,133,0.0133,0.0041,811.72,1079.45,21.97,0.01,14.58,0.1857,59,0.0556,0.5814,83,0.0862,B
866,1077,1286,314,189,0.0121,0.0043,859.24,1077.98,33.99,0.01,38.63,0.1016,234,0.081,0.6428,220,0.0983,B
867,1078,1938,369,155,0.0134,0.005,875.2,1076.81,27.41,0.01,24.52,0.1026,139,0.0925,0.7414,128,0.0606,A
868,1082,1941,355,164,0.0127,0.0052,752.37,1022.22,41.05,0.01,57.34,0.0725,144,0.1061,0.835,165,0.0911,A
869,1084,1962,343,148,0.0139,0.0046,760.26,1174.67,20.32,0.01,12.39,0.125,109,0.0766,0.8808,128,0.044000000000000004,A
870,1086,1964,337,166,0.0146,0.0047,795.57,1046.1,31.08,0.01,31.49,0.1152,120,0.08900000000000001,0.5819,110,0.1143,B
871,1092,1389,312,184,0.0135,0.0042,833.8,1041.11,40.73,0.01,53.14,0.1202,174,0.0782,0.9098,209,0.0404,A
872,1094,1401,314,135,0.0128,0.0049,831.99,1106.2,41.21,0.01,50.35,0.1108,192,0.0764,0.4081,180,0.0635,B
873,1097,1932,320,131,0.0128,0.0047,817.03,1084.72,15.57,0.01,7.97,0.1171,104,0.0701,1.0588,104,0.0901,A
874,1098,1076,384,174,0.0139,0.0041,769.21,1110.5,48.04,0.01,74.06,0.1457,206,0.0729,0.7561,205,0.0503,A
875,1103,1349,305,121,0.015,0.0046,763.67,1088.93,28.64,0.01,22.73,0.1753,149,0.0651,0.8744,167,0.0486,A
876,1105,1428,334,193,0.0134,0.0044,744.95,1197.35,20.85,0.01,12.62,0.11,206,0.0861,0.5874,245,0.0752,B
877,1106,1164,330,106,0.0146,0.0041,890.8,1194.02,13.32,0.01,5.89,0.2351,135,0.047,0.4583,135,0.0127,B
878,1108,1066,324,103,0.0149,0.0043,874.48,1035.3,28.02,0.01,22.54,0.2011,133,0.0516,0.7271,135,0.0171,A
879,1109,1020,326,174,0.0138,0.0042,773.74,1090.83,43.61,0.01,63.46,0.1245,252,0.0756,0.5783,266,0.0589,B
880,1110,1357,359,172,0.0146,0.0047,759.28,1128.98,10.53,0.01,3.49,0.1168,245,0.0903,0.7855,226,0.0546,A
881,1111,1377,339,165,0.0145,0.0047,726.17,1050.24,18.75,0.01,9.38,0.1197,210,0.0865,0.7763,185,0.0801,A
882,1113,1102,319,110,0.013999999999999999,0.0057,855.61,1032.89,10.24,0.01,3.28,0.1026,176,0.0869,0.6813,220,0.0631,A
883,1115,1957,319,126,0.015,0.0048,716.93,1170.2,19.11,0.01,12.02,0.1418,115,0.0737,1.1413,119,0.0471,A
884,1116,1490,302,128,0.0145,0.0041,809.27,1194.27,14.61,0.01,6.51,0.2109,131,0.054000000000000006,0.6505,124,0.0368,B
885,1118,1424,326,102,0.0126,0.005,810.12,1026.6,20.56,0.01,13.05,0.1278,136,0.0635,0.8585,148,0.0776,A
886,1126,1270,387,138,0.0137,0.005,733.92,1023.26,19.16,0.01,10.68,0.1039,170,0.0861,0.9356,180,0.094,A
887,1143,1932,340,130,0.0133,0.0055,708.47,1051.11,21.44,0.01,15.08,0.091,146,0.0942,0.7804,140,0.0632,A
888,1152,1634,367,138,0.0132,0.0051,799.72,1024.83,24.06,0.01,16.63,0.0976,150,0.0885,0.9975,147,0.0969,A
889,1160,1891,359,131,0.0148,0.0049,839.37,1080.08,46.43,0.01,56.66,0.1417,105,0.0775,0.8583,108,0.0455,A
890,1161,1210,363,138,0.0145,0.0044,787.66,1084.89,45.65,0.01,69.68,0.1504,182,0.0667,0.7447,181,0.0519,A
891,1162,1939,305,197,0.0126,0.0051,881.85,1084.47,42.98,0.01,62.45,0.0633,208,0.1172,0.3686,224,0.14800000000000002,B
892,1165,1265,395,123,0.0127,0.0041,872.96,1193.69,48.77,0.01,63.61,0.1698,129,0.0522,0.8505,133,0.0725,A
893,1175,1585,370,198,0.0133,0.0041,854.27,1110.34,44.38,0.01,64.42,0.1106,134,0.0816,0.4624,104,0.1085,B
894,1178,1447,313,128,0.0129,0.004,715.73,1141.3,44.56,0.01,52.39,0.1862,117,0.0525,0.5667,127,0.0695,B
895,1185,1870,322,122,0.0132,0.0059,811.22,1031.93,16.49,0.01,8.86,0.07400000000000001,170,0.1025,0.6596,173,0.1123,B
896,1187,1466,338,188,0.0134,0.005,797.13,1057.73,12.46,0.01,5.03,0.0824,242,0.11,1.1135,277,0.1239,A
897,1200,1039,315,170,0.0145,0.0042,705.32,1103.75,13.11,0.01,5.5,0.1391,240,0.0738,0.6063,255,0.0465,B
898,1204,1634,372,180,0.0133,0.0047,733.39,1058.69,16.44,0.0066370000000000005,7.22,0.0963,192,0.0973,0.9574,199,0.077,A
899,1206,1135,303,143,0.0138,0.0042,706.51,1067.03,19.78,0.01,12.33,0.1642,197,0.0627,1.0379,197,0.0854,A
900,1210,1880,315,153,0.0126,0.0043,752.37,1074.84,48.77,0.01,71.45,0.1233,93,0.0708,0.7757,83,0.0925,A
901,1213,1917,313,141,0.0139,0.0041,815.76,1031.91,25.47,0.01,18.21,0.1794,60,0.0592,0.6787,43,0.0825,A
902,1218,1788,399,152,0.0131,0.0047,879.16,1070.65,44.81,0.01,58.08,0.1105,123,0.0795,0.757,116,0.0601,A
903,1220,1791,324,110,0.0142,0.0041,718.57,1196.36,30.47,0.01,29.85,0.2353,79,0.0484,0.4309,77,0.0746,B
904,1221,1895,378,108,0.0145,0.0049,864.89,1090.75,25.79,0.007464,19.99,0.1583,95,0.066,0.7073,105,0.075,A
905,1222,1354,344,185,0.0134,0.0056,867.19,1011.55,15.36,0.01,7.37,0.0606,292,0.1342,0.3605,316,0.1427,B
906,1223,1909,380,191,0.0143,0.0049,716.94,1172.35,37.81,0.01,46.01,0.0946,170,0.1056,0.8753,170,0.0778,A
907,1229,1539,306,107,0.0138,0.0041,752.43,1179.21,12.42,0.01,4.68,0.22699999999999998,104,0.0463,0.4025,94,0.015,B
908,1233,1982,325,100,0.0133,0.0051,791.36,1021.85,42.22,0.01,51.69,0.1356,90,0.0671,0.9172,102,0.0346,A
909,1234,1909,321,165,0.0135,0.0042,710.95,1135.35,36.43,0.01,39.29,0.1162,87,0.0715,0.4162,85,0.04,B
910,1237,1673,318,174,0.0134,0.004,782.41,1054.35,35.38,0.01,37.72,0.1084,44,0.07400000000000001,0.8505,30,0.1597,A
911,1239,1531,399,102,0.0149,0.0047,842.1,1152.85,36.03,0.008329999999999999,43.53,0.1703,114,0.061,0.8133,99,0.021,A
912,1240,1095,316,159,0.0123,0.0043,746.64,1125.86,21.03,0.01,11.78,0.1191,251,0.0697,0.9506,262,0.0386,A
